index,ingredient_name,traits,tags,substitutes,substitutes2,대분류,중분류,synonyms,속성수,언급량
2643,찐어묵,"쫄깃함, 덩어리, 응고성",고단백,"오뎅, 삶은어묵","콩고기미트볼, 소고기패티, 볼로냐소시지, 통조림햄, 비엔나소시지, 런천미트햄, 마늘소시지, 둥글이통통햄, 어육소시지, 콩고기너겟, 새우패티, 게맛살 첨가, 두부미트볼, 프랑크소시지, 마늘햄, 어묵, 불고기햄, 햄버거패티, 김밥햄, 등심햄, 쵸핑햄, 모둠햄소시지, 슬라이스햄, 치즈소시지, 프레스햄, 햄, 프랑크푸르트소시지, 리용소시지, 베이컨칩, 베이컨, 이탈리안소시지, 스모그햄, 돼지고기햄, 본레스햄, 후랑크소시지, 어묵 국물, 돼지불고기 양념, 소시지, 소불고기 양념",재료,가공육,,0,
2645,메추리알,"고소함, 응고성, 덩어리",고단백,"계란, 유정란","계란, 유정란, 달걀, 난황, 오리알, 계란말이, 달걀흰자, 달걀지단, 난황액, 난백, 기러기알, 아쿠아파바, 피단",재료,달걀/난류,,0,
2646,베이킹파우더,"가루, 발효성",건강,"이스트, 중조","엿기름, 후추, 흑설탕, 생강가루, 양파시즈닝, 소금, 고추가루, 스테비아, 까나리액젓, 일본된장, 유기농설탕, 빙설탕, 죽염, 흰후추, 들깨가루, 허브소금, 카레가루, 설탕, 치킨튀김가루, 사과식초, 카레, 저염 간장, 된장, 양조간장, 깨소금, 된장국, 간장, 간장/저염, 검은후추, 고춧가루, 양념, 초고추장, 코코넛 슈가, 선한유기농간장, 저염 소금, 산초가루, 육두구, 맛술, 액젓, 발사믹식초, 멸치액젓, 황설탕, 포도당, 백설탕, 고추장, 에리스리톨, 올스파이스, 과립형육수, 식용유, 보리고추장, 천일염, 면실유, 옥수수기름, 원당, 유채씨기름, 아가베시럽, 들기름, 치즈시즈닝, 정제염, 해바라기유, 현미유, 복숭아씨기름, 메이플시럽, 물엿, 쇼트닝, 치킨 스톡, 아마씨유, 매실액, 잼, 참기름, 가공염, 매실청, 생강청, 올리고당, 칠리, 겨자 페이스트, 구운소금, 깐생강, 과당, 볶음고추장, 멸치 육수, 고추장아찌, 식초, 각설탕, 쇠고기 육수, 마라 육수, 굵은소금, 자장가루, 조청, 알룰로스, 생강페이스트, 엿, 후리카케, 육수, 시럽, 맛간장, 다시마 육수, 유자청, 당밀, 국간장, 생강갈은것, 생강 페이스트, 생강 피클, 생강, 올리브유, 고추씨유, 쌀조청, 포도씨유, 겨자, 쌀고추장, 고추기름, 꿀, 바닐라 익스트랙, 코코넛오일, 쌈장, 와사비/페이스트, 야채 육수, 땅콩 버터, 소금물",재료,양념/조미료,,0,
2648,우리밀우동면,"쫄깃함, 전분질, 덩어리",건강,"밀가루면, 생우동면","우리밀칼국수, 중식면, 칼국수면, 고구마떡볶이떡, 가래떡, 떡국떡, 스파게티면, 떡볶이떡, 백밀스파게티, 소면, 파스타 면, 피자 도우, 면, 쫄면, 통밀스파게티, 메밀 국수, 자른손당면, 찹쌀 국수, 곤약면, 밀면, 칡냉면/건면, 또띠아, 우동면, 국수형, 녹두 국수, 함흥냉면/건면, 떡, 중면, 당면, 마카로니, 콜리플라워 도우, 치자국수/건면, 납작당면, 햄버거빵, 메밀 냉면, 멥쌀 국수, 라자냐 면, 스파게티, 피자도우, 애호박면, 라이스페이퍼, 에그누들, 국수, 또띠야, 우리밀부침가루, 강력밀가루, 밀가루, 양장피, 메밀가루, 밀, 박력밀가루, 팬케이크가루, 감자부침가루, 만두피, 녹두전/가루, 통밀또띠아, 녹두가루, 난, 중력밀가루, 튀김가루, 핫케이크, 빵가루/건식, 묵가루, 빵가루, 부침가루",재료,면류/밀가루류,,0,
2657,천도,"단맛, 수분보유력",항산화,"복숭아, 황도","천중도, 배, 애플수박, 복숭아, 만감류, 수박, 레드향, 캠벨얼리, 파인애플가공품, 무화과, 금귤, 자두, 버찌, 오렌지, 산딸기, 돌배, 아오리, 거봉, 부사, 새다래, 후지, 참외, 대석, 람부탄, 귤, 설향, 멜론, 황도, 코코넛수, 곶감, 레드글로브, 체리, 사과, 반건시, 감가공품, 감홍, 아떼모야, 바나나, 바나나가공품, 옥광, 단감가공품, 대추토마토, 블랙베리, 망고, 단감, 자몽, 비파, 무화과가공품, 머루씨, 체리가공품, 키위, 배가공품, 감귤, 플럼코트, 홍아람, 모과, 앵두, 감, 엘더베리, 블랙커런트, 두리안, 모듬과일, 물치다래, 석류, 대봉, 백운배, 다래, 포도, 소귀나무 열매, 블루베리, 대추야자, 건크렌베리, 구아바, 매실, 살구, 용과, 마스캇함브르그, 샤인머스캣, 홍옥, 파인애플, 메론, 흑토마토, 백도, 레몬에이드/가루, 잭프루트, 딸기주스, 배즙, 아로니아, 오렌지가공품, 크랜베리, 머루, 머루 주스, 머스켓베일리에이, 배 음료, 살구넥타, 파파야, 라즈베리, 망고스틴, 방울토마토, 베니하루까, 포도즙, 롱안, 리얼칩단감, 리치, 감 주스, 과채음료, 델라웨어, 복분자, 신고, 애플망고, 연시, 발렌시아, 사과가공품, 개량머루, 왕머루, 으름, 온주밀감, 딸기, 대추, 오디, 딸기가공품, 때죽, 백향과, 키위가공품, 구즈베리, 매실음료, 자두가공품, 라임, 유자, 아보카도, 레몬, 밤가공품, 아세로라, 탱자",재료,과일,,0,
2658,금귤,"신맛, 단맛, 수분보유력","비타민C, 항산화","유자, 레몬","레드향, 파인애플가공품, 자두, 버찌, 오렌지, 산딸기, 돌배, 아오리, 귤, 천도, 천중도, 배, 애플수박, 복숭아, 만감류, 수박, 블랙베리, 자몽, 캠벨얼리, 무화과, 키위, 배가공품, 감귤, 플럼코트, 거봉, 모과, 앵두, 엘더베리, 블랙커런트, 레몬에이드/가루, 부사, 새다래, 아로니아, 후지, 참외, 크랜베리, 대석, 머루, 머루 주스, 라즈베리, 복분자, 람부탄, 설향, 멜론, 황도, 코코넛수, 곶감, 레드글로브, 체리, 사과, 반건시, 감가공품, 감홍, 아떼모야, 바나나, 바나나가공품, 아세로라, 옥광, 단감가공품, 대추토마토, 망고, 단감, 비파, 라임, 유자, 무화과가공품, 머루씨, 체리가공품, 레몬, 홍아람, 감, 탱자, 두리안, 모듬과일, 물치다래, 석류, 대봉, 백운배, 다래, 포도, 소귀나무 열매, 블루베리, 대추야자, 건크렌베리, 구아바, 매실, 살구, 용과, 마스캇함브르그, 샤인머스캣, 홍옥, 파인애플, 메론, 흑토마토, 백도, 잭프루트, 딸기주스, 배즙, 오렌지가공품, 백향과, 머스켓베일리에이, 배 음료, 살구넥타, 키위가공품, 파파야, 망고스틴, 방울토마토, 베니하루까, 포도즙, 롱안, 리얼칩단감, 구즈베리, 리치, 매실음료, 감 주스, 과채음료, 델라웨어, 신고, 애플망고, 연시, 발렌시아, 사과가공품, 자두가공품, 개량머루, 왕머루, 으름, 온주밀감, 딸기, 대추, 오디, 딸기가공품, 때죽, 아보카도, 밤가공품",재료,과일,,0,
2660,맥주보리,"고소함, 전분질, 가루","건강, 고식이섬유","보리, 귀리","차수수, 통밀, 보리, 홍미, 보릿가루, 금강밀, 신미찰밀, 통밀가루, 쌀귀리, 아마씨 가루, 청차조, 큰알보리, 메옥수수, 호밀, 아몬드가루, 겉귀리, 조, 메밀, 귀리, 쌀보리쌀, 겉보리, 옥수수, 현미, 현미시리얼, 유기농찹쌀가루, 아마씨, 율무쌀, 흑미, 우리밀, 밤콩, 찹쌀가루, 감자전분, 찰기장, 쌀가루, 현미밥, 올보리, 들깨, 주황미, 찰흑미, 잡곡밥, 기장, 호밀빵, 쌀, 삼씨, 전분, 밥, 녹미, 오트밀, 기능성쌀, 통밀빵, 고구마전분, 흑밀, 퀴노아, 통수수, 미숫가루, 연자육, 통호밀, 찹쌀현미, 옥수수시리얼, 잠두, 귀리시리얼, 오일동안들깨가루, 달지않은곡물플레이크, 수수, 오분도현미누룽지, 칼슘쌀눈, 찰보리, 쌀겨기름, 캐슈너트, 해바라기, 카카오 가루, 기능성잡곡, 마카다미아, 은행, 캐롭 가루, 찹쌀, 브라질너트, 치아씨, 피스타치오, 보리,보리쌀, 잡곡, 목화씨, 호두, 연씨, 쌀알, 찰수수, 날개콩, 찰쌀, 피칸, 율무, 호박씨, 혼합잡곡, 멥쌀밥, 혼합곡물, 진홍미, 쌀보리, 찹쌀백미, 맵쌀, 흰쌀, 쌀밥, 검정깨, 코코아, 수박씨, 튀밥, 아몬드버터, 흰빵, 참깨, 볶은참깨, 아몬드, 코코넛, 옥수수묵, 해바라기씨, 견과류믹서, 식빵, 찰옥수수, 호두유, 빵, 모둠견과, 견과류기타, 멥쌀, 옥수수알, 개암, 백미, 기능성찹쌀, 아몬드유, 견과류믹스, 아보카도유, 헤이즐넛, 강냉이, 무농약해바라기씨, 케쉬넛, 참깨죽, 땅콩기름, 도토리, 잣, 연황미, 찰보리쌀, 땅콩버터, 혼합곡, 땅콩, 보리밥 열매, 차조, 단옥수수, 국산도토리묵, 메밀묵, 초콜릿, 화이트초콜릿, 혼합식물성유, 우무묵, 밤, 도토리묵, 건포도, 쌀뜨물",재료,곡류/견과류/씨앗류,,0,
2662,머루씨,"단맛, 쌉쌀함, 건조","항산화, 면역력","포도씨, 블루베리씨","리얼칩단감, 천도, 천중도, 배, 코코넛수, 애플수박, 곶감, 복숭아, 레드글로브, 체리, 사과, 반건시, 감가공품, 감홍, 아떼모야, 바나나, 바나나가공품, 옥광, 단감가공품, 만감류, 수박, 대추토마토, 블랙베리, 망고, 단감, 자몽, 비파, 레드향, 캠벨얼리, 무화과가공품, 파인애플가공품, 무화과, 금귤, 자두, 버찌, 오렌지, 산딸기, 돌배, 아오리, 체리가공품, 키위, 배가공품, 감귤, 플럼코트, 거봉, 홍아람, 모과, 앵두, 감, 엘더베리, 블랙커런트, 탱자, 두리안, 모듬과일, 물치다래, 석류, 대봉, 백운배, 다래, 포도, 소귀나무 열매, 블루베리, 대추야자, 건크렌베리, 구아바, 매실, 살구, 용과, 마스캇함브르그, 샤인머스캣, 홍옥, 파인애플, 메론, 흑토마토, 백도, 레몬에이드/가루, 잭프루트, 딸기주스, 배즙, 부사, 새다래, 오렌지가공품, 후지, 참외, 대석, 머루, 머루 주스, 머스켓베일리에이, 배 음료, 살구넥타, 파파야, 라즈베리, 망고스틴, 방울토마토, 베니하루까, 포도즙, 롱안, 리치, 감 주스, 과채음료, 델라웨어, 복분자, 신고, 애플망고, 연시, 발렌시아, 사과가공품, 람부탄, 귤, 설향, 멜론, 황도, 개량머루, 왕머루, 으름, 온주밀감, 딸기, 대추, 오디, 딸기가공품, 때죽, 아로니아, 크랜베리, 백향과, 키위가공품, 구즈베리, 매실음료, 자두가공품, 라임, 유자, 아보카도, 레몬, 밤가공품, 아세로라",재료,과일,,0,
2663,중화매실소스,"단맛, 점성, 유화","소화, 건강","매실청, 데리야끼소스, 불고기양념","데리야끼 소스, 돼지갈비소스, 허니머스터드소스, 아이올리소스, 팟타이 소스, 홀그레인머스터드소스, 겨자소스, 떡볶이소스, 유기농마요네즈, 캐러멜소스, 데미글라스소스, 칠리 소스, 샐러드 드레싱, 파인애플드레싱, 잠발라야소스, 머스터드소스, 짜장 소스, 크림스파게티소스, 토마토케첩, 양파드레싱, 허니머스타드 소스, 불고기소스, 케이준드레싱, 돈가스소스, 스테이크소스, 양념치킨소스, 메이플 시럽, 깐풍기소스, 마파두부소스, 과일스테이크소스, 매운돼지갈비소스, 타르타르소스, 발사믹크림소스, 허니요거트드레싱, 머스타드 소스, 스위트칠리소스, 초코시럽, 사우전드아일랜드, 탕수육 소스, 사워크림소스, 갈릭소스, 스파게티 소스, 마요네즈, 바비큐 소스, 토마토 소스, 토마토 케첩, 비빔냉면장, 사과소스, 데리야끼소스, 불닭소스, 레몬드레싱, 레몬소스, 발사믹드레싱, 제육볶음소스, 핫소스, 고추마늘소스, 수끼 소스, 발사믹소스, 고기소스, 고기 소스, 굴 소스, 페이스트, 양념닭 소스, 오리엔탈드레싱, 로제스파게티소스, 굴소스, 소갈비양념, 스프, 이탈리안드레싱, 콜슬로드레싱, 머스타드, 훈제향소스, 머스터드드레싱, 크림드레싱, 오리엔탈소스, 사천자장소스, 두반장소스, 두반장, 핫 소스, 시저드레싱, 춘장, 홀스래디쉬소스, 스리라차소스, 토마토소스, 카레 소스, 레몬주스, 스리라차 소스, 코코넛 아미노, 절임소스, 발사믹 소스, 발사믹, 카레소스, 우스터소스, 우스터 소스",재료,소스류,,0,
2664,천중도,"단맛, 수분보유력",항산화,"복숭아, 백도","천도, 배, 애플수박, 복숭아, 만감류, 수박, 레드향, 캠벨얼리, 파인애플가공품, 무화과, 금귤, 자두, 버찌, 오렌지, 산딸기, 돌배, 아오리, 거봉, 부사, 새다래, 후지, 참외, 대석, 람부탄, 귤, 설향, 멜론, 황도, 코코넛수, 곶감, 레드글로브, 체리, 사과, 반건시, 감가공품, 감홍, 아떼모야, 바나나, 바나나가공품, 옥광, 단감가공품, 대추토마토, 블랙베리, 망고, 단감, 자몽, 비파, 무화과가공품, 머루씨, 체리가공품, 키위, 배가공품, 감귤, 플럼코트, 홍아람, 모과, 앵두, 감, 엘더베리, 블랙커런트, 두리안, 모듬과일, 물치다래, 석류, 대봉, 백운배, 다래, 포도, 소귀나무 열매, 블루베리, 대추야자, 건크렌베리, 구아바, 매실, 살구, 용과, 마스캇함브르그, 샤인머스캣, 홍옥, 파인애플, 메론, 흑토마토, 백도, 레몬에이드/가루, 잭프루트, 딸기주스, 배즙, 아로니아, 오렌지가공품, 크랜베리, 머루, 머루 주스, 머스켓베일리에이, 배 음료, 살구넥타, 파파야, 라즈베리, 망고스틴, 방울토마토, 베니하루까, 포도즙, 롱안, 리얼칩단감, 리치, 감 주스, 과채음료, 델라웨어, 복분자, 신고, 애플망고, 연시, 발렌시아, 사과가공품, 개량머루, 왕머루, 으름, 온주밀감, 딸기, 대추, 오디, 딸기가공품, 때죽, 백향과, 키위가공품, 구즈베리, 매실음료, 자두가공품, 라임, 유자, 아보카도, 레몬, 밤가공품, 아세로라, 탱자",재료,과일,,0,
2665,칠리 소스,"매운맛, 점성, 유화",건강,"핫소스, 고추장소스","홀그레인머스터드소스, 겨자소스, 떡볶이소스, 잠발라야소스, 머스터드소스, 깐풍기소스, 마파두부소스, 매운돼지갈비소스, 머스타드 소스, 허니머스터드소스, 비빔냉면장, 불닭소스, 아이올리소스, 팟타이 소스, 유기농마요네즈, 데미글라스소스, 중화매실소스, 샐러드 드레싱, 데리야끼 소스, 제육볶음소스, 짜장 소스, 크림스파게티소스, 핫소스, 고추마늘소스, 허니머스타드 소스, 불고기소스, 케이준드레싱, 돈가스소스, 스테이크소스, 양념닭 소스, 머스타드, 머스터드드레싱, 타르타르소스, 두반장소스, 스위트칠리소스, 사우전드아일랜드, 핫 소스, 돼지갈비소스, 홀스래디쉬소스, 스리라차소스, 사워크림소스, 갈릭소스, 스파게티 소스, 마요네즈, 바비큐 소스, 토마토 소스, 데리야끼소스, 레몬드레싱, 레몬소스, 캐러멜소스, 파인애플드레싱, 발사믹드레싱, 카레소스, 토마토케첩, 양파드레싱, 수끼 소스, 발사믹소스, 양념치킨소스, 고기소스, 고기 소스, 메이플 시럽, 굴 소스, 페이스트, 스리라차 소스, 오리엔탈드레싱, 로제스파게티소스, 굴소스, 스프, 이탈리안드레싱, 콜슬로드레싱, 훈제향소스, 크림드레싱, 과일스테이크소스, 발사믹크림소스, 허니요거트드레싱, 오리엔탈소스, 사천자장소스, 초코시럽, 두반장, 시저드레싱, 춘장, 탕수육 소스, 토마토소스, 토마토 케첩, 카레 소스, 레몬주스, 코코넛 아미노, 소갈비양념, 절임소스, 발사믹 소스, 발사믹, 사과소스, 우스터소스, 우스터 소스",재료,소스류,,0,
2667,밤,"단맛, 퍽퍽함, 덩어리","저지방, 건강","고구마, 단호박","맵쌀, 흰쌀, 식빵, 찰옥수수, 빵, 초콜릿, 보리밥 열매, 차조, 단옥수수, 찰보리, 캐슈너트, 기능성잡곡, 건포도, 은행, 캐롭 가루, 보리,보리쌀, 잡곡, 목화씨, 쌀알, 찰수수, 현미, 날개콩, 찰쌀, 피칸, 율무, 혼합잡곡, 멥쌀밥, 혼합곡물, 율무쌀, 흑미, 진홍미, 쌀보리, 찰기장, 찹쌀백미, 현미밥, 쌀밥, 흰빵, 호밀빵, 쌀, 밥, 코코넛, 멥쌀, 옥수수알, 퀴노아, 개암, 백미, 기능성찹쌀, 통수수, 견과류믹스, 연자육, 강냉이, 찹쌀현미, 케쉬넛, 잠두, 잣, 화이트초콜릿, 연황미, 찰보리쌀, 혼합곡, 땅콩, 올보리, 검정깨, 들깨, 코코아, 국산도토리묵, 수박씨, 주황미, 찰흑미, 튀밥, 잡곡밥, 기장, 아몬드버터, 삼씨, 전분, 참깨, 녹미, 볶은참깨, 아몬드, 오트밀, 기능성쌀, 통밀빵, 메밀묵, 옥수수묵, 해바라기씨, 견과류믹서, 고구마전분, 흑밀, 보릿가루, 호두유, 금강밀, 모둠견과, 신미찰밀, 통밀가루, 쌀귀리, 견과류기타, 아몬드유, 미숫가루, 아보카도유, 헤이즐넛, 통호밀, 무농약해바라기씨, 옥수수시리얼, 참깨죽, 땅콩기름, 도토리, 아마씨 가루, 귀리시리얼, 오일동안들깨가루, 달지않은곡물플레이크, 땅콩버터, 청차조, 수수, 현미시리얼, 쌀겨기름, 유기농찹쌀가루, 아마씨, 오분도현미누룽지, 호박씨, 혼합식물성유, 우무묵, 맥주보리, 큰알보리, 메옥수수, 호밀, 아몬드가루, 우리밀, 해바라기, 도토리묵, 밤콩, 차수수, 찹쌀가루, 겉귀리, 감자전분, 카카오 가루, 마카다미아, 조, 메밀, 귀리, 쌀보리쌀, 칼슘쌀눈, 겉보리, 찹쌀, 브라질너트, 옥수수, 치아씨, 피스타치오, 통밀, 보리, 호두, 홍미, 연씨, 쌀뜨물, 쌀가루",재료,곡류/견과류/씨앗류,,0,
2669,중멸치,"감칠맛, 덩어리","고단백, 칼슘","잔멸치, 국멸치","누치, 샛멸, 불똥꼴뚜기, 장갱이, 강준치, 산천어, 해파리, 은상어, 갯장어, 오징어, 황어, 전기가오리, 동갈치, 전복, 닭게, 성대, 메기, 장문볼락, 민꽃게, 적새우살, 세고리물레고둥, 전갱이, 갈색고리돼지고둥, 은연어, 황새치, 조기, 볶음용멸치, 참문어, 푸렁통구멍, 참다슬기, 콩깍지고둥, 동동갈치, 게, 참마자, 키조개, 자반고등어, 벤자리, 민어, 베도라치, 긴고둥, 붉바리, 블루길, 새조개, 손질갑오징어, 송어, 순살고등어, 우럭, 잉어, 갯가재, 간삼치살, 삼치살, 상어, 건명태, 쇠갑오징어, 애꼬치, 우각바리, 준치, 갈색띠매물고둥, 아귀, 밴댕이, 참치, 노랑가오리, 붉은메기, 가오리, 별상어, 모조리상어, 베스, 은대구, 비단고둥, 알, 칠성장어, 붕장어, 참꼴뚜기, 자주복, 문어, 까치복, 띠구슬다슬기, 참굴, 둥근전복, 돌가자미, 부채새우, 볼기우럭, 생선, 부세, 강달이, 지리멸치, 졸복, 연어, 박대, 홍어, 석굴, 물오징어, 각시가자미, 횟대, 날치, 혹돔, 호박돔, 왕우렁, 왕우럭조개, 각시돔, 방어, 황다랑어, 황줄돔, 망둑어, 백미돔, 빨강부치, 물렁가시붉은새우, 새우살, 도치, 군소, 범가자미, 암치, 임연수어, 샛돔, 우렁이, 좀주름다슬기, 모래무지, 멸치육수, 보리멸, 군평선이, 위고둥, 대게, 맛조개, 복어, 감성돔, 곱상어, 돔발상어, 참붕어, 조개, 털탑고둥, 돔, 징거미새우, 쭈꾸미, 통치, 닭새우, 중하, 가리비, 살살치, 큰논우렁이, 나비가오리, 눈퉁멸, 까치상어, 육동가리돔, 피조개, 붉은멍게, 곳체다슬기, 국자가리비, 낙지, 뱅어, 창꼴뚜기, 향어, 비단가리비, 꼼치, 말전복, 홍합살, 불볼락, 모시조개, 쥐노래미, 눈가자미, 점농어, 대구, 풍선군소, 참다랑어, 보리새우, 점감펭, 부시리, 참담치, 게르치, 여덟동가리, 가라지, 주름미더덕, 가재, 보라성게, 주꾸미, 구이용삼치, 방게, 북방전복, 황태, 북방대합, 번데기, 톳, 코다리, 북어머리, 북어육수, 먹장어, 칠분도미, 그물베도라치, 우럭볼락, 참서대, 말쥐치, 줄가자미, 인상어, 가다랭이, 대멸치, 미꾸리, 오징어채, 왕새우, 새우깡, 크릴, 가다랑어, 담치, 독돔, 둑중개, 문치가자미, 부치, 술봉가자미, 참갑오징어, 큰가리비, 평삼치, 도화양태, 드렁허리, 신자미, 가래상어, 달팽이, 왕게, 매퉁이, 빨간횟대, 대하, 눈볼대, 미더덕, 동죽, 홍합, 훈제연어, 꽁치, 갑오징어, 두드럭고둥, 개볼락, 재첩, 고등어, 갈치, 꽃새우, 독가시치, 어름돔, 웅어, 장어, 참가자미, 탁자볼락, 한치, 네동가리, 도화돔, 삼세기, 흰다리새우, 잔멸치, 젓갈, 황돔, 굴비, 디포리, 만새기, 가시발새우, 다랑어, 넙치, 조피볼락, 히메치, 꽃게, 줄전갱이, 줄노래미, 접시조개, 전어, 굴, 청새치, 오분자기, 노가리, 노래미, 자리돔, 청새리상어, 살오징어, 연어살, 점줄우럭, 정어리, 가물치, 진주담치, 가자미, 까나리, 살조개, 청어, 펄닭새우, 건홍합, 금눈돔, 긴뿔천길새우, 동태, 미꾸라지, 바지락살, 명란, 관자, 괴도라치, 국매리복, 기름가자미, 눈양태, 등가시치, 실붉돔, 실꼬리돔, 흰점복, 쥐치, 투라치, 건새우, 옥돔, 별쭉지성대, 별성대, 성게, 흑태, 가시망둑, 가자미살, 강담돔, 낙지젓, 논우렁이, 다금바리, 동태살, 떡조개, 민달고기, 바지락, 북어, 사랑놀래기, 줄삼치, 홍감펭, 황점볼락, 각시서대, 동사리, 용가자미, 밀복, 대합, 주름다슬기, 다시마, 백합, 새우, 보말고둥, 삼치, 갈가자미, 볼락, 건오징어, 까칠복, 꽁지양태, 참돔, 홍연어, 붕어, 피라미, 물메기, 보구치, 황아귀, 뿔돔, 꺽저기, 철모새우, 병어, 황놀래기, 돛양태, 돌돔, 멸치, 다시멸치, 아홉동가리, 벵에돔, 참게, 개조개, 각시흰새우, 빙어, 염주알다슬기, 명엽채, 꼽새돔, 악상어, 나팔고둥, 눈강달이, 쏨뱅이, 새우가루, 붉은대게, 민허리돼지고둥, 물레고둥, 도다리, 누루시볼락, 도루묵, 구갈돔, 노랑벤자리, 능성어, 달고기, 열쌍동가리, 탄금추, 해삼, 흰백목이, 건파래, 흉상어, 젓새우, 조각매물고둥, 학공치, 황매퉁이, 참조기, 매끈이고둥, 농어, 멍게, 개량조개, 장어베도라치, 관절매물고둥, 민태, 문절망둑, 쌍동가리, 파래, 두툽상어, 둥근돌김, 무지개송어, 검복, 양태, 초어, 망상어, 놀래기, 고둥, 대두어, 큰우슬우렁이, 쏘가리, 자른미역, 은어, 초밥김, 가무락조개, 용치놀래기, 궁제기서대, 갈전갱이, 기름종개, 납지리, 큰구슬우렁이, 대구횟대, 대문어, 미역줄기, 서대, 뱀장어, 창자파래, 개불, 꼬시래기, 모자반, 끈멍게, 지중해담치, 펄조개, 다슬기, 말백합, 진주조개, 포, 목탁가오리, 갑오징어채, 생미역, 오징어젓, 오징어실채, 메뚜기, 진미채, 먹태, 파래전장김, 게맛살, 얼룩통구멍, 납작파래, 홑파래, 불등풀가사리, 쑤기미, 양념젓갈, 연어기름, 청각, 크릴 페이스트, 가시파래, 피뿔고둥, 새우 튀김용, 참새우젓, 미역, 곰피, 양미리, 바닷가재, 명태, 꼬막, 새우젓, 소라, 새우육젓, 바다빙어, 꼴뚜기, 달강어, 세발낙지, 건다시마, 쑥감펭, 빨간대구, 틸라피아, 숭어, 새꼬막, 범돔, 자라고기",재료,해산물,,0,
2672,엿기름,"단맛, 가루, 발효성",소화,"엿, 물엿","흑설탕, 베이킹파우더, 스테비아, 유기농설탕, 빙설탕, 설탕, 코코넛 슈가, 맛술, 황설탕, 포도당, 백설탕, 에리스리톨, 조청, 알룰로스, 후추, 생강가루, 쌀조청, 양파시즈닝, 소금, 꿀, 고추가루, 원당, 까나리액젓, 일본된장, 엿, 죽염, 흰후추, 유자청, 당밀, 들깨가루, 허브소금, 카레가루, 치킨튀김가루, 사과식초, 카레, 바닐라 익스트랙, 저염 간장, 된장, 양조간장, 깨소금, 된장국, 간장, 아가베시럽, 간장/저염, 검은후추, 고춧가루, 양념, 초고추장, 메이플시럽, 물엿, 선한유기농간장, 매실액, 잼, 매실청, 저염 소금, 올리고당, 산초가루, 육두구, 액젓, 발사믹식초, 멸치액젓, 과당, 각설탕, 고추장, 시럽, 올스파이스, 과립형육수, 식용유, 보리고추장, 천일염, 면실유, 옥수수기름, 유채씨기름, 들기름, 치즈시즈닝, 정제염, 해바라기유, 현미유, 복숭아씨기름, 쇼트닝, 치킨 스톡, 아마씨유, 참기름, 가공염, 생강청, 칠리, 겨자 페이스트, 구운소금, 깐생강, 볶음고추장, 멸치 육수, 고추장아찌, 식초, 쇠고기 육수, 마라 육수, 굵은소금, 자장가루, 생강페이스트, 후리카케, 육수, 맛간장, 다시마 육수, 국간장, 생강갈은것, 생강 페이스트, 생강 피클, 생강, 올리브유, 고추씨유, 포도씨유, 겨자, 쌀고추장, 고추기름, 코코넛오일, 쌈장, 와사비/페이스트, 야채 육수, 땅콩 버터, 소금물",재료,양념/조미료,,0,
2673,옥수수수염차,"쌉쌀함, 액체","이뇨, 건강","보리차, 헛개차","현미녹차, 국화차, 선인장, 치커리차, 녹즙, 상지차, 감잎차, 보이차, 코코아차, 칡즙, 민들레, 고려엉겅퀴, 수리취, 생강차, 칠면초, 고로쇠나무, 월계수잎, 방가지똥, 삼백초, 대나무, 꾸지뽕, 엉겅퀴, 고수, 국화꽃, 오가피, 제비쑥, 오레가노, 칡, 칡뿌리, 꽃줄기, 홍삼, 질경이, 일당귀, 누리장나무잎, 참빗살나무, 수액, 산자나무 열매, 율무차, 이고들빼기, 화살나무, 인삼차, 카모마일차, 결명자차, 잇꽃, 장군차, 골든세이지, 도라지차, 솔잎, 강황, 잇꽃씨기름, 로즈메리, 잔대, 한라봉주스, 울금, 두충차, 대추차, 정향, 민트, 황기, 사프란, 가시오가피, 월계수, 배암차즈기, 레몬그라스, 삼, 수삼, 녹차, 흑맥주, 쌍화차, 양하, 진달래꽃, 타라곤, 배초향, 파슬리, 모과차, 식혜, 쌀식초, 엄나무, 녹차라떼, 흑초, 가시오갈피, 레몬 과즙, 레몬즙, 사자발쑥, 포도식초, 현미식초, 음나무, 당귀, 유자차, 배식초, 프로폴리스, 천마, 식초 음료, 참당귀, 우롱차, 감식초, 보검선인장, 타임, 결명자, 도라지, 도라지가공품, 치자, 파슬리가공품, 구절초차, 옥수수차, 더덕, 퉁퉁마디, 누에동충하초, 누에, 밤묵, 갈색 거저리, 박쥐나무, 석묵, 삼잎국화, 쌍별귀뚜라미, 단풍나무, 자운영, 백모근, 바질가루, 곤약, 바질, 둥굴레, 우뭇가사리묵, 파마산, 알로에, 페퍼민트, 다래나무순차, 동충하초, 초석잠, 구기자, 아카시아, 오미자, 사탕수수, 영양효모, 우뭇가사리, 밀크초콜릿, 꿀풀, 마가목 열매, 산수유, 인동녹차, 아마란스, 마름, 올방개묵, 전호, 묵/건조, 효모, 옥수수전분, 송화, 모링가, 원두, 치자꽃, 백삼, 인삼, 구기자차, 라벤더, 산초, 고추냉이, 클로렐라, 싹, 모시풀, 뿌리, 애플민트, 감초, 팔각, 바닐라 빈, 씨겨자, 닥풀, 대황, 다크초콜릿, 젤라틴, 계피",재료,기타생식재료,,0,
