id,title,link,llm_raw_ingredients,used_ingredients_final
1368,[이연복] 새콤달콤 칠리소스와 탱글한 새우로 간단 칠리새우 완성!,https://www.youtube.com/watch?v=Cec9dAHaSo4,"새우, 토마토케첩, 굴소스, 식초, 설탕, 물, 당근, 파, 다진 마늘, 전분, 고추기름, 청양고추","고추기름,굴소스,다진마늘,당근,새우,설탕,식초,전분,청양고추,토마토 케첩,파"
1369,[이연복] 이보다 더 간단할 수 없다! 초간단 고추잡채!,https://www.youtube.com/watch?v=t_cVTSD92aI,"고추잡채 소스, 고기, 청피망, 홍피망, 양파, 표고버섯, 팽이버섯, 꽃빵, 식용유","식용유,양파,파프리카,팽이버섯,표고버섯"
1370,[이연복] 케첩에 계란 볶음밥은 진리! 중화오므라이스!,https://www.youtube.com/watch?v=EVUXjEHukPw,"계란, 즉석밥, 맛소금, 토마토케첩, 당근, 양파, 대파, 완두콩, 식용유, 물","달걀,당근,소금,식용유,양파,완두콩,토마토 케첩,파,햇반"
1373,[이연복] 부드러운 식감이 일품! NEW 계란덮밥!,https://www.youtube.com/watch?v=CgJfi-TqAMQ,"계란, 즉석밥, 굴소스, 양조간장, 크래미, 팽이버섯, 대파, 설탕, 전분, 물","간장,굴소스,달걀,설탕,전분,파,팽이버섯,햇반"
1374,[이연복] 계란+계란! 초간단 5분 계란 볶음밥!,https://www.youtube.com/watch?v=wVE5Sw61yDE,"계란, 즉석밥, 굴소스, 파, 당근, 식용유","굴소스,달걀,당근,식용유,파,햇반"
1377,[이연복] 고기? 전복? 감칠맛 폭발! 새송이 어향버섯!,https://www.youtube.com/watch?v=V3C1XEv72WE,"청경채, 새송이버섯, 다진 마늘, 대파, 청피망, 홍피망, 양파, 청양고추, 간장, 설탕, 두반장, 굴소스, 식용유, 물, 전분, 고춧가루","간장,고춧가루,굴소스,다진마늘,두반장,새송이버섯,설탕,식용유,양파,전분,청경채,청양고추,파,파프리카"
1380,"[이연복] 비법  공개! 소고기 덮밥, 이보다 더 부드러울 순 없다!",https://www.youtube.com/watch?v=-Jz3CR8uUto,"부채살, 배춧잎, 양파, 파, 마늘, 팽이버섯, 계란, 쪽파, 청양고추, 굴소스, 간장, 전분, 설탕, 식용유, 후춧가루, 즉석밥, 물","간장,굴소스,달걀,마늘,부챗살,설탕,식용유,양파,전분,쪽파,청양고추,파,팽이버섯,햇반,후추"
1381,[이연복] 미국대표배달중식! 로메인(Lo Mein),https://www.youtube.com/watch?v=hQTq6Fl5jQM,"라면, 식용유, 청경채, 표고버섯, 배춧잎, 양파, 당근, 숙주, 새우, 다진 마늘, 진간장, 치킨파우더, 설탕, 노추간장","간장,다진마늘,당근,라면,새우,설탕,숙주나물,식용유,양파,청경채,치킨튀김가루,표고버섯"
1382,[이연복] 아메리칸 중식! 소고기볶음쌀국수!,https://www.youtube.com/watch?v=c7ToX2Svnag,"쌀국수면, 우삼겹, 숙주, 쪽파, 양파, 다진 마늘, 진간장, 노추간장, 굴소스, 설탕, 후춧가루, 식용유","간장,굴소스,다진마늘,설탕,숙주나물,식용유,쌀국수면,양파,우삼겹,쪽파,후추"
1383,꼭 봐야 하는 계란요리 모음 10가지!! 정말 맛있습니다! 꼭 시도해 보세요!,https://www.youtube.com/watch?v=9PcShDLs92g,"계란, 시금치, 토르티야, 참치마요, 삼각김밥, 새송이, 애호박, 새우, 만두, 김밥, 핫도그, 우동, 플랫 브레드, 야채, 단호박, 케이크","달걀,만두,삼각김밥,새송이버섯,새우,시금치,애호박,참치마요,호박"
1384,놀라운 양배추 계란 요리!!  다들 너무 맛있대요! 이렇게 까지 인기 있을 줄 몰랐어요!,https://www.youtube.com/watch?v=UDHg-Wq1Hcs,"양배추, 토마토, 상추, 치즈, 베이컨, 계란, 머스터드, 스리랏차 소스, 마요네즈, 꿀, 소금, 후추","꿀,달걀,마요네즈,베이컨,상추,소금,양배추,치즈,토마토,후추"
1385,초!초!초!간단! 에어프라이어 계란요리!! 그릇도 필요 없어요!! 간단하고 맛있게!,https://www.youtube.com/watch?v=HvKvnkEUDT4,"시금치, 방울토마토, 파슬리, 계란, 베이컨, 모차렐라 치즈","달걀,베이컨,시금치,토마토,파슬리"
1386,겉은 바사삭!! 속은 촉촉한!! 완벽한 초콜릿 도넛,https://www.youtube.com/watch?v=6NlKmukKUHc,"밀크초콜릿, 다크 초콜릿, 중력분 밀가루, 계란, 빵가루, 소금, 설탕","다크초콜릿,달걀,밀크초콜릿,빵가루,설탕,소금"
1387,맛있는 계란말이가 통째로 들어가 계란말이 꼬마 김밥! 만들어 주면 다 감탄해요,https://www.youtube.com/watch?v=F6opP0DlUmY,"계란, 햄, 단무지, 우엉, 밥, 김밥용 김, 깻잎","김밥김,깻잎,단무지,달걀,우엉,햄"
1388,완벽한 아침! 원팬 베이컨 계란 토스트! 겉은 바삭 안은 신선! 초간단 맛있어요!,https://www.youtube.com/watch?v=oyQnCZZEYG0,"토마토, 상추, 베이컨, 슬라이스 햄, 치즈, 식빵, 계란","달걀,베이컨,상추,슬라이스햄,식빵,치즈,토마토"
1389,오징어 튀김인가? 감자튀김보다 맛있다!! 바삭 바삭 팽이버섯칩!,https://www.youtube.com/watch?v=wzvKU3MTIOU,"팽이버섯, 감자전분, 간장, 식초, 후추, 마요네즈, 스리랏차 소스, 꿀","간장,감자전분,꿀,마요네즈,식초,팽이버섯,후추"
1390,10가지 놀라운 두부 요리!! 두부의 변신! 두부로 다양한 요리를 만들어 보세요!,https://www.youtube.com/watch?v=rqglS9uCbDQ,"두부, 스팸, 순두부, 버섯, 계란, 라면, 라이스페이퍼, 참치","달걀,두부,라면,라이스페이퍼,버섯,순두부,스팸,황다랑어"
1391,NO 밀가루!! 겉바속촉 애호박 새우 만두!!깜짝 놀라게 맛있어요,https://www.youtube.com/watch?v=5Kc16Sll7kE,"애호박, 당근, 양파, 대파, 청양고추, 새우, 감자전분, 계란, 소금, 후추, 크러쉬드 레드 페퍼, 다진 마늘, 간장","간장,감자전분,다진마늘,달걀,당근,새우,소금,애호박,양파,청양고추,파,후추"
1392,바삭한 치킨에 카레를 입히면!! 놀라운 맛! 치킨 카레의 혁명!,https://www.youtube.com/watch?v=8CzGlrSTiIY,"치킨, 마늘, 양파, 밥, 카레, 소금, 후추, 칠리, 굴소스, 우유","굴소스,마늘,소금,양파,우유,칠리,카레,후추"
1393,이렇게 만드니 두부가 정말 맛있답니다! 쉽고 맛있는 두부 요리!,https://www.youtube.com/watch?v=zijyKrx8VXg,"두부, 부추, 고추, 당근, 계란, 옥수수 전분, 다진마늘, 굴소스, 간장, 소금, 후추, 스팸, 치즈","간장,고추,굴소스,다진마늘,달걀,당근,두부,부추,소금,스팸,옥수수전분,치즈,후추"
1394,단 3가지 재료!! 전자레인지로 만드는 초콜릿 쿠키! 바삭 꾸덕! 정말 맛있고 쉬운!,https://www.youtube.com/watch?v=_YRXyCLfkqo,"누텔라, 중력분 밀가루, 우유, 계란","달걀,우유,초콜릿잼"
1395,꼭 먹어봐야 하는 놀라운 10가지!! 토스트/샌드위치 모음! 완벽한 아침식사/간식!,https://www.youtube.com/watch?v=jpBayMtQhzg,"치즈, 햄, 계란, 토스트, 대파, 고구마, 핫도그, 양배추, 갈릭, 버터, 식빵","고구마,달걀,버터,식빵,양배추,치즈,파,햄"
1396,"꼭 봐야하는 9가지 초콜릿 만들기 모음!! 파베초콜릿, 초코쿠키, 치즈초코볼",https://www.youtube.com/watch?v=BD2C4OWeif8,"초콜릿, 오레오, 치즈, 찹쌀떡, 쿠키, 두부, 브라우니, 초콜릿칩","두부,오레오,초콜릿,치즈,쿠키"
1397,피자집에서 싫어하는 영상! 쉬운데 더 맛있다! 바삭 고구마 꽃피자!,https://www.youtube.com/watch?v=BeQK6wKI7-A,"고구마, 식빵, 토마토 소스, 모차렐라 치즈, 우유, 꿀, 옥수수캔, 파슬리, 버터","고구마,꿀,버터,스위트콘,식빵,우유,토마토소스,파슬리"
1398,식당에서 싫어하는 영상! 10분 만에 소고기 야채 요리!에 우동까지?!!정말 쉽고 맛있다!,https://www.youtube.com/watch?v=sGddhK9eeMQ,"얇게 자른 소고기, 알배추, 청경채, 팽이버섯, 간장소스, 쯔유, 우동","알배추,쯔유,청경채,팽이버섯"
1399,베이커리에서 싫어하는 영상! 쉬운데 더 맛있다! 겉은 바삭! 입에서 녹는 치즈 타르트꽃!!,https://www.youtube.com/watch?v=-ERN7EDr9QI,"크림치즈, 계란, 설탕, 소금, 버터, 식빵, 옥수수 전분, 바닐라 익스트랙, 우유","달걀,바닐라익스트랙,버터,설탕,소금,식빵,옥수수전분,우유,크림치즈"
1400,매콤하게 맛있는 삼겹 볶음 라면!! 국물 라면은 그만! 이제 볶아 먹어요! 맛있게 삼겹살 굽는 법!,https://www.youtube.com/watch?v=TXqq8fzEJqU,"삼겹살, 라면, 대파, 마늘, 양파, 고춧가루, 굴소스","고춧가루,굴소스,라면,마늘,삼겹살,양파,파"
1401,노오븐! 노반죽! 집에서 쉽게 만드는 진한 풍미의 흑백 초콜릿 케이크!!,https://www.youtube.com/watch?v=lYG8vFi0_xo,"우유, 설탕, 코코아파우더, 버터, 비스킷, 호두, 땅콩, 다크 초콜릿, 화이트 초콜릿, 식물성 기름","다크초콜릿,땅콩,버터,비스킷,설탕,우유,코코아파우더,호두,화이트초콜릿"
1402,힘들게 김밥 말지 마세요! 김밥보다 맛있습니다! 스팸 계란 미니 주먹밥!,https://www.youtube.com/watch?v=nDUxZwrnT7E,"스팸, 대파, 계란, 밥, 간장, 물엿, 소금, 도시락 김","간장,달걀,소금,스팸,파"
1403,이제 피자 시키지 마세요! 피자보다 맛있어요! 정말 간단하고 맛있는 계란 토르티야!!,https://www.youtube.com/watch?v=9qKduoMjuNA,"계란, 토마토, 양파, 대파, 시금치, 베이컨, 토르티야, 모차렐라 치즈, 소금, 후추, 크러쉬드 레드 페퍼","달걀,베이컨,소금,시금치,양파,토마토,파,후추"
1404,정말 쉬운! 초간단! 빵 만들기!! 울퉁불퉁 맛있다,https://www.youtube.com/watch?v=SVc7nS3ZaQg,"계란, 우유, 중력분, 소금, 설탕","달걀,설탕,소금,우유,중력분"
1405,폭신! 촉촉!! 초간단 전자레인지 단호박 케이크!! NO 오븐. NO 밀가루.,https://www.youtube.com/watch?v=RidmoOUbZ5U,"단호박, 계란, 아몬드 가루, 베이킹 파우더, 소금, 설탕","달걀,베이킹파우더,설탕,소금,아몬드가루,호박"
1406,양배추가 들어간 새우 만두!! 고기보다 맛있다!!,https://www.youtube.com/watch?v=Fl2YoA-vYJk,"양배추, 계란, 부추, 새우, 양조간장, 굴소스, 소금, 후추, 라이스 페이퍼","간장,굴소스,달걀,라이스페이퍼,부추,새우,소금,양배추,후추"
1407,바삭하고 깊은 풍미! 프렌치 토스트는 이렇게 만들어보세요! 더블치즈 햄 샌드위치! 토스트!,https://www.youtube.com/watch?v=iaWWmmzHgUk,"식빵, 치즈, 햄, 설탕, 소금","설탕,소금,식빵,치즈,햄"
1408,푸딩 같이 부드러운 계란찜! 만드는 비법!! 안에 우동이 숨어 있어요!,https://www.youtube.com/watch?v=g81kBsXrB6g,"계란, 우동, 쪽파, 표고버섯, 새우, 소금, 쯔유, 맛술","달걀,맛술,새우,소금,쪽파,쯔유,표고버섯"
1409,중독 ASMR! 튀기지 않고 바삭한 감자 만들기!,https://www.youtube.com/watch?v=L0JimlkIAp0,"감자, 파마산 치즈, 다진 마늘, 빵가루, 오레가노, 올리브오일, 옥수수 전분, 감자전분, 고춧가루","감자,감자전분,고춧가루,다진마늘,빵가루,오레가노,옥수수전분,올리브유,파마산치즈"
1410,고구마로 만드는 프렌치 토스트!! NO 밀가루! 고구마가 있다면 이렇게 만들어보세요!,https://www.youtube.com/watch?v=8Hb53eM6qgM,"고구마, 계란, 설탕, 소금, 버터","고구마,달걀,버터,설탕,소금"
1411,꼭 봐야 하는 10가지 식빵 요리 모음!! 식빵은 이렇게 만들어 보세요! 맛있는 토스트 10가지!,https://www.youtube.com/watch?v=IZ6_5Oa0KHo,,
1412,바삭바삭!! 토스트롤 속에 촉촉!! 부드러운 계란 오믈렛이 듬뿍!! 계란토스트롤!,https://www.youtube.com/watch?v=hQZdI2pEyqI,"식빵, 계란, 버터, 마요네즈, 허니머스타드, 꿀, 후추","꿀,달걀,마요네즈,버터,식빵,후추"
1413,고기보다 더 맛있다! 세상에서 제일 맛있는 튀김!! 꼭 먹어봐야 하는 저세상 맛!,https://www.youtube.com/watch?v=JUngah9qTBI,"새송이 버섯, 밀가루, 계란, 빵가루, 소금, 후추","달걀,밀가루,빵가루,새송이버섯,소금,후추"
1414,냉장고에 남은 야채 다 가져오세요!! 아삭아삭 상큼하고 맛있는 샐러드 김밥. 꼬마김밥.,https://www.youtube.com/watch?v=5sUsVz-li7M,"양배추, 피망, 게맛살, 무순, 사과, 깻잎, 김밥김","게맛살,김밥김,깻잎,무순,사과,양배추,파프리카"
1415,상큼 아삭!! 양배추와 토마토가 있으세요? 5분 만에 맛있고 건강한 아침! 만능 간장 소스!,https://www.youtube.com/watch?v=SJaTLHuEHKw,"야채, 양배추, 토마토, 대파, 밥, 계란, 간장, 맛술, 설탕, 다진 마늘, 고춧가루, 물엿, 참기름","간장,고춧가루,다진마늘,달걀,맛술,설탕,양배추,참기름,토마토,파"
1416,계란스시 핫도그??!! 계란을 이렇게 만들어보세요! 정말 맛있습니다,https://www.youtube.com/watch?v=sRPZNlEHLHs,"소세지, 계란, 밥, 김밥김, 대파, 소금, 깨, 참기름, 치즈","김밥김,달걀,소금,소시지,참기름,치즈,파"
1417,NO밀가루! 겉은 바삭하고 안은 부드러운! 탄성이 나오는 감자요리!!,https://www.youtube.com/watch?v=QmNX5FW9Pao,"감자, 계란, 치즈, 양파, 피망, 토마토, 베이컨, 소금, 후추, 마늘가루, 오레가노, 버터","감자,달걀,마늘가루,버터,베이컨,소금,양파,오레가노,치즈,토마토,파프리카,후추"
1419,부들부들 계란 속 고소한 참치마요!! 김밥틀 없이 손쉽게 만드는 삼각김밥!! 간단하고 맛있당!,https://www.youtube.com/watch?v=yBLSFvX9BG0,"참치캔, 마요네즈, 김밥용 김, 햄, 치즈, 깻잎, 계란, 밥, 소금, 참기름, 깨","김밥김,깻잎,달걀,마요네즈,소금,참기름,치즈,캔참치,햄"
1420,밀가루에 요거트를 부어보세요!! 정말 맛있는 초간단 간식이 완성됩니다!,https://www.youtube.com/watch?v=E7RQvxSiAo8,"밀가루, 요거트, 베이킹파우더, 설탕","밀가루,베이킹파우더,설탕,요거트"
1421,"10가지!! 꼭 해봐야 하는 계란 요리! 계란 부리또, 토마토라면, 오믈렛밥, 계란 퀘사디아 등등",https://www.youtube.com/watch?v=uuWqbuuEgtM,,
